Open,High,Low,Close,Adj Close,Volume
31659.0390625,32103.69921875,31651.580078125,31743.080078125,31743.080078125,12900
32101.91015625,32199.91015625,31661.33984375,32114.51953125,32114.51953125,15600
32311.0390625,32897.58984375,32171.650390625,32720.16015625,32720.16015625,16000
33381.19140625,33887.25,33354.9296875,33717.62109375,33717.62109375,21100
32748.140625,32748.140625,31632.01953125,31715.349609375,31715.349609375,18300
32182.900390625,32264.0,31403.5703125,31453.509765625,31453.509765625,19200
31577.630859375,31970.83984375,31158.75,31685.75,31685.75,19200
31677.689453125,31705.25,31362.869140625,31443.380859375,31443.380859375,19900
32083.3203125,32088.509765625,31598.0,31642.69921875,31642.69921875,15900
32030.33984375,32301.580078125,31500.869140625,31561.220703125,31561.220703125,18100
31342.9296875,31536.890625,30844.66015625,31371.119140625,31371.119140625,23100
32841.87109375,32845.48046875,31901.919921875,32008.609375,32008.609375,18400
31466.330078125,31630.939453125,31052.650390625,31122.890625,31122.890625,15200
31296.279296875,31296.279296875,30770.48046875,31097.73046875,31097.73046875,13000
31248.259765625,31248.259765625,29968.44921875,30028.98046875,30028.98046875,19500
30450.740234375,30739.9609375,30116.8203125,30196.169921875,30196.169921875,18700
30159.58984375,30878.310546875,30157.75,30818.609375,30818.609375,16100
30904.2890625,31188.7890625,30765.3203125,30932.900390625,30932.900390625,15500
30822.779296875,31107.91015625,30474.880859375,30672.58984375,30672.58984375,20600
30864.26953125,31086.69921875,30512.140625,30609.30078125,30609.30078125,188300
30793.109375,31660.599609375,30525.6796875,31605.220703125,31605.220703125,20500
31827.80078125,32267.23046875,31641.76953125,32200.58984375,32200.58984375,27500
32041.2890625,32480.51953125,31823.80078125,32424.099609375,32424.099609375,37100
32906.05078125,33673.828125,32876.55078125,33303.51953125,33303.51953125,22900
33450.19140625,33866.62890625,33301.2890625,33825.53125,33825.53125,75600
34185.41015625,34488.69140625,34027.5,34109.5390625,34109.5390625,18400
34072.5,34310.140625,33711.23828125,33980.69921875,33980.69921875,17900
34198.55078125,34405.4296875,33958.01953125,34287.23828125,34287.23828125,24600
34841.171875,34927.80078125,34211.828125,34370.578125,34370.578125,25700
34520.7890625,34811.2890625,33881.19140625,33956.69140625,33956.69140625,19200
34029.140625,34350.171875,33949.4609375,34247.05078125,34247.05078125,15500
34214.69140625,34219.390625,33480.421875,33538.37109375,33538.37109375,20900
32436.689453125,33856.26953125,32348.099609375,33780.890625,33780.890625,23000
33670.55078125,33670.55078125,32923.73828125,33228.80078125,33228.80078125,18400
33853.71875,34022.01171875,32953.30078125,33605.21875,33605.21875,27400
33438.30859375,33933.66015625,33332.9609375,33507.921875,33507.921875,20200
33371.51953125,34276.01171875,33371.51953125,34208.05078125,34208.05078125,21200
34335.37890625,34848.37109375,34136.390625,34731.73046875,34731.73046875,27900
34892.03125,35213.51953125,34794.3984375,34911.3203125,34911.3203125,25100
35015.73046875,35482.16015625,34843.69140625,35430.4296875,35430.4296875,25200
35679.73828125,35706.55078125,34794.9296875,34868.98046875,34868.98046875,26600
34525.390625,35081.609375,34499.78125,34842.1015625,34842.1015625,24600
35144.78125,35254.87890625,34910.33984375,35171.26953125,35171.26953125,24800
34926.94921875,35032.359375,34662.05859375,34961.51953125,34961.51953125,18300
35168.30078125,35233.91015625,34812.80078125,34915.80078125,34915.80078125,18500
35009.58984375,35467.23046875,34927.19921875,35414.44921875,35414.44921875,19400
35604.0,36014.921875,35595.359375,35843.69921875,35843.69921875,20600
36025.37890625,36110.2109375,35872.37890625,36021.421875,36021.421875,16500
36313.4609375,36661.66015625,36254.01953125,36487.28125,36487.28125,22300
36660.3515625,36723.26953125,36271.08984375,36674.51953125,36674.51953125,20600
36738.37890625,36828.4296875,36234.171875,36329.01171875,36329.01171875,24800
36450.69140625,36806.30078125,36422.30078125,36737.69140625,36737.69140625,17400
36555.12890625,36748.890625,36401.109375,36594.328125,36594.328125,20900
36880.66015625,37024.19921875,36533.9609375,36693.69140625,36693.69140625,16500
36517.28125,36538.1015625,35877.421875,36033.05859375,36033.05859375,14100
36314.76171875,36810.25,35894.9609375,36051.80859375,36051.80859375,23500
36401.19921875,36524.62109375,36038.41015625,36471.6796875,36471.6796875,18500
36547.75,37125.98046875,36512.921875,37020.140625,37020.140625,16500
37409.03125,37478.87109375,37185.78125,37418.98828125,37418.98828125,20100
37823.609375,37990.55078125,37742.05078125,37930.328125,37930.328125,22700
38178.0703125,38199.26953125,37601.62109375,37871.51953125,37871.51953125,22300
37814.921875,38225.03125,37738.58984375,38140.46875,38140.46875,19600
37949.58984375,38235.73046875,37748.41015625,38128.8984375,38128.8984375,19900
38275.33984375,38275.33984375,37769.44140625,37934.73046875,37934.73046875,18600
38052.1796875,38554.71875,37998.12890625,38492.94921875,38492.94921875,15500
38427.1484375,38617.03125,37884.41015625,38071.12890625,38071.12890625,17600
38262.828125,38413.80859375,37678.421875,37736.0703125,37736.0703125,14800
37847.87890625,37897.78125,37431.6796875,37606.890625,37606.890625,20200
37595.73046875,37596.01953125,36911.23046875,36939.6015625,36939.6015625,14300
37092.859375,37745.6015625,36987.73046875,37687.91015625,37687.91015625,15100
37892.359375,38139.9609375,37550.6015625,37663.328125,37663.328125,19800
37946.80078125,38221.3984375,37755.1015625,38025.44921875,38025.44921875,16600
37951.0703125,38109.6796875,37787.37890625,38040.5703125,38040.5703125,15300
38168.421875,38430.69140625,38073.2890625,38182.078125,38182.078125,17200
38371.33984375,38556.26953125,38313.05859375,38407.01171875,38407.01171875,18700
38321.12890625,38414.37109375,38125.80859375,38369.62890625,38369.62890625,25300
38456.640625,38516.8515625,38215.05078125,38310.48828125,38310.48828125,15400
38432.94140625,38540.5703125,37654.921875,37877.33984375,37877.33984375,18600
38062.0703125,38119.37890625,37734.140625,38050.78125,38050.78125,21500
38084.69921875,38571.23046875,38062.01171875,38528.3203125,38528.3203125,13600
38727.890625,38788.51171875,38550.6484375,38614.7890625,38614.7890625,12800
38283.8984375,38402.44921875,38155.78125,38220.390625,38220.390625,15800
38471.9296875,38579.828125,38411.37109375,38434.71875,38434.71875,16800
38566.9609375,38894.94140625,38545.76171875,38799.078125,38799.078125,28100
38948.4609375,39008.890625,38679.671875,38843.87890625,38843.87890625,15700
38930.1796875,39111.55078125,38765.08984375,39073.921875,39073.921875,16400
39293.53125,39326.98046875,39046.94140625,39113.46875,39113.46875,14500
39264.48046875,39579.578125,39235.03125,39467.30859375,39467.30859375,22500
39888.1484375,40010.171875,38395.890625,38628.2890625,38628.2890625,27900
38754.0,39226.8203125,38542.109375,38900.80078125,38900.80078125,22000
38892.640625,39141.83984375,38736.21875,39086.03125,39086.03125,17100
39165.80078125,39236.359375,38943.4296875,38990.94140625,38990.94140625,9200
38325.0,38729.66015625,38249.76953125,38357.1796875,38357.1796875,15400
38284.78125,38519.921875,38060.73828125,38417.23046875,38417.23046875,12500
38498.0703125,38746.48046875,38275.44921875,38365.3515625,38365.3515625,11900
37988.55859375,38252.671875,37935.26171875,38193.921875,38193.921875,14000
38516.87890625,38878.25,38367.0703125,38840.3203125,38840.3203125,16500
38865.171875,38978.51953125,38711.80078125,38854.55078125,38854.55078125,11400
39073.51171875,39230.16015625,38573.171875,38756.62890625,38756.62890625,14700
38904.671875,39102.25,38753.6796875,39044.3515625,39044.3515625,11600
39161.01171875,39359.51171875,39037.9609375,39302.8515625,39302.8515625,11700
39120.640625,39234.80859375,38926.33984375,38979.8515625,38979.8515625,11400
39200.421875,39200.421875,38635.73046875,38845.8203125,38845.8203125,14300
38812.69140625,38990.76171875,37938.53125,38034.140625,38034.140625,15800
38200.7109375,38209.96875,37531.140625,37734.078125,37734.078125,15300
38124.94140625,38140.0703125,37313.08984375,37668.421875,37668.421875,15000
37282.1796875,37304.26171875,36495.98046875,36553.6015625,36553.6015625,13900
36991.890625,37471.171875,36730.51953125,37388.66015625,37388.66015625,13500
37756.25,38035.87109375,37544.05078125,37981.62890625,37981.62890625,13600
38176.859375,38235.94140625,37831.3515625,37973.21875,37973.21875,10600
38068.890625,38236.33984375,37828.109375,38067.9296875,38067.9296875,18400
38410.19921875,38738.890625,38410.19921875,38697.05078125,38697.05078125,12900
38956.78125,39263.8515625,38819.890625,38973.69921875,38973.69921875,15500
39336.33984375,39623.76171875,39191.1015625,39574.5703125,39574.5703125,11300
39633.19140625,39968.0390625,39450.8203125,39878.94921875,39878.94921875,15000
40204.3203125,40468.87890625,40062.23046875,40182.671875,40182.671875,14400
40226.25,40585.359375,40066.5390625,40509.48828125,40509.48828125,16600
40716.94921875,40905.48828125,40387.3984375,40593.80078125,40593.80078125,17600
40592.5390625,40786.8203125,40461.96875,40625.51171875,40625.51171875,11000
40623.19140625,40880.25,40279.55078125,40794.73828125,40794.73828125,15000
41048.05078125,41048.05078125,39667.46875,39728.41015625,39728.41015625,30400
39936.609375,40125.7109375,39699.421875,39982.98046875,39982.98046875,11000
40318.5703125,40519.48046875,40211.21875,40431.6015625,40431.6015625,12300
40420.2890625,40732.01171875,40305.58984375,40544.37109375,40544.37109375,12100
40767.140625,40976.01953125,40150.48046875,40707.30859375,40707.30859375,16700
40531.30859375,40721.5703125,40309.05078125,40558.48828125,40558.48828125,13900
40728.390625,40811.12109375,40590.8984375,40685.5,40685.5,12400
40649.76171875,40724.3984375,39948.2890625,40145.5,40145.5,10100
40199.078125,40555.6015625,39978.390625,40522.1015625,40522.1015625,13900
40664.3515625,40664.3515625,39774.6015625,39922.4609375,39922.4609375,29400
39537.171875,40010.828125,39524.25,39749.8515625,39749.8515625,19500
39779.8203125,39988.25,39241.87109375,39614.0703125,39614.0703125,12000
39880.37890625,39968.03125,39334.921875,39757.578125,39757.578125,15400
39990.75,40354.73046875,39952.7890625,40261.12890625,40261.12890625,21400
40171.7109375,40693.51171875,40076.46875,40616.140625,40616.140625,20900
41112.12109375,41370.91015625,41030.171875,41340.16015625,41340.16015625,42600
41438.76171875,41954.9296875,41383.2890625,41893.05859375,41893.05859375,19000
42273.96875,42645.328125,42263.640625,42597.4296875,42597.4296875,24300
42959.25,43316.44140625,42660.08984375,43277.6484375,43277.6484375,28700
43444.05859375,43708.46875,42970.2109375,43593.671875,43593.671875,30300
43291.890625,43543.9609375,43127.55078125,43357.19140625,43357.19140625,14500
43298.921875,43522.25,43053.37109375,43443.0,43443.0,24400
44095.8515625,44161.16015625,43699.21875,43952.7109375,43952.7109375,20900
43978.578125,44215.48828125,43785.78125,44180.05078125,44180.05078125,18300
43902.23828125,44230.0,43518.109375,43599.9609375,43599.9609375,24100
43732.140625,44013.01953125,43453.75,43882.25,43882.25,17100
44164.171875,44271.1484375,43747.21875,44077.1484375,44077.1484375,17800
44341.19140625,44601.62890625,44247.12109375,44523.01953125,44523.01953125,17900
44749.73046875,44825.37109375,43757.96875,43828.1015625,43828.1015625,19100
43967.58984375,44361.78125,43582.3984375,44259.73828125,44259.73828125,14600
44325.03125,44407.28125,43995.41015625,44149.71875,44149.71875,15700
44435.828125,44730.7890625,44118.1015625,44655.44140625,44655.44140625,16000
44729.51953125,44729.640625,44169.96875,44618.0390625,44618.0390625,16000
44902.01953125,44953.01171875,44551.421875,44632.6484375,44632.6484375,30700
44665.91015625,45148.28125,44665.91015625,45079.55078125,45079.55078125,27600
45099.921875,45458.921875,45024.46875,45426.96875,45426.96875,18700
45568.80078125,45742.23046875,45335.171875,45608.51171875,45608.51171875,18200
45891.0390625,46164.1015625,45792.01171875,46103.5,46103.5,20700
45999.421875,46043.96875,45685.87109375,45959.87890625,45959.87890625,12700
46060.3203125,46309.62890625,45706.21875,46099.01171875,46099.01171875,26300
46284.69921875,46373.33984375,45951.53125,46253.4609375,46253.4609375,18400
46287.390625,46350.30078125,45841.671875,46263.171875,46263.171875,16400
46573.30859375,46704.96875,46402.19921875,46666.4609375,46666.4609375,13100
46774.3203125,46992.5703125,46627.6015625,46890.33984375,46890.33984375,17200
47026.01953125,47026.01953125,46630.30859375,46960.69140625,46960.69140625,12800
46932.1796875,47055.69140625,44923.078125,45553.9609375,45553.9609375,24400
45529.609375,46080.1796875,45112.19140625,46006.69140625,46006.69140625,25100
46072.30078125,46513.3203125,45899.1015625,46444.1796875,46444.1796875,10500
46743.48828125,47053.3984375,46539.01953125,46973.5390625,46973.5390625,13700
47153.58984375,47406.71875,47148.23828125,47353.75,47353.75,9600
47466.62109375,47714.55078125,47361.8984375,47613.078125,47613.078125,12800
47789.03125,47807.8515625,47358.359375,47746.21875,47746.21875,15600
47753.109375,47896.96875,47602.12109375,47751.328125,47751.328125,13900
47785.28125,47984.359375,47771.1484375,47868.98046875,47868.98046875,82700
48109.171875,48220.46875,47594.46875,48176.80078125,48176.80078125,13900
48037.62890625,48486.23828125,47903.37890625,48437.78125,48437.78125,12200
48616.66015625,48616.66015625,47864.140625,48174.05859375,48174.05859375,22500
48524.359375,48558.33984375,48037.87109375,48093.3203125,48093.3203125,18400
48464.91015625,48854.33984375,48365.578125,48782.51171875,48782.51171875,22200
49252.30859375,49303.7890625,48956.37890625,49269.3203125,49269.3203125,21200
49228.26171875,49569.140625,49079.5703125,49517.109375,49517.109375,12700
49763.9296875,49795.19140625,49073.8515625,49492.3203125,49492.3203125,27200
49432.828125,49663.578125,49182.37109375,49584.16015625,49584.16015625,24500
49656.7109375,49656.7109375,48795.7890625,49034.671875,49034.671875,14700
49061.21875,49122.23046875,48403.96875,48564.26953125,48564.26953125,16600
48900.30859375,49499.859375,48805.5390625,49398.2890625,49398.2890625,11000
49508.7890625,49874.421875,49373.6796875,49792.12109375,49792.12109375,12200
50096.5703125,50184.01171875,49398.859375,49624.76171875,49624.76171875,19300
49594.94921875,49676.87890625,48832.078125,48878.5390625,48878.5390625,18400
49253.6796875,49263.1484375,48274.921875,48347.58984375,48347.58984375,15500
48385.28125,48387.25,47269.6015625,47409.9296875,47409.9296875,19600
46834.5703125,47172.01953125,46518.48046875,46874.359375,46874.359375,25000
47423.46875,47423.66015625,46160.4609375,46285.76953125,46285.76953125,14500
46617.94921875,48764.3984375,46433.6484375,48600.609375,48600.609375,22000
49193.26171875,50154.48046875,49193.26171875,49797.71875,49797.71875,28400
50231.05859375,50526.390625,49515.87890625,50255.75,50255.75,22400
50212.25,50687.51171875,49926.44921875,50614.2890625,50614.2890625,33600
51031.390625,51073.26953125,50565.2890625,50731.62890625,50731.62890625,32200
51146.671875,51523.37890625,51146.671875,51348.76953125,51348.76953125,20600
51484.23046875,51835.859375,51193.9296875,51329.078125,51329.078125,21200
51355.890625,51512.859375,50846.21875,51309.390625,51309.390625,16000
51165.83984375,51592.44921875,51157.30859375,51531.51953125,51531.51953125,12100
51614.76953125,51804.578125,51260.62109375,51544.30078125,51544.30078125,15100
51907.75,52235.96875,51886.4609375,52154.12890625,52154.12890625,14700
52400.03125,52516.76171875,51863.609375,52104.171875,52104.171875,21100
51996.94140625,52078.1484375,51586.33984375,51703.828125,51703.828125,13600
51903.9609375,51903.9609375,51186.6796875,51324.69140625,51324.69140625,18200
51238.01953125,51432.98828125,50624.328125,50889.76171875,50889.76171875,15000
50910.51171875,50986.03125,49617.37109375,49744.3203125,49744.3203125,16300
49994.8515625,50327.30859375,49659.8515625,49751.41015625,49751.41015625,14900
49763.94140625,50881.171875,49648.78125,50781.69140625,50781.69140625,45900
51207.609375,51386.12109375,50991.76171875,51039.30859375,51039.30859375,33500
50256.7109375,50400.30859375,48890.48046875,49099.98828125,49099.98828125,23100
49747.7109375,50058.421875,49440.4609375,49849.83984375,49849.83984375,18400
50258.08984375,50439.8203125,49807.12109375,50296.890625,50296.890625,17500
50738.2109375,51539.890625,50512.83984375,51444.6484375,51444.6484375,15800
50812.140625,51256.55078125,50539.921875,50846.078125,50846.078125,21800
50517.359375,50886.19140625,50160.5390625,50405.3203125,50405.3203125,19200
50654.01953125,50985.76953125,50318.26171875,50441.0703125,50441.0703125,14200
50714.16015625,51111.94140625,50396.1015625,51025.48046875,51025.48046875,12200
51404.6796875,51430.4296875,51048.9296875,51279.51171875,51279.51171875,9300
51660.98046875,51821.83984375,50538.4296875,50792.078125,50792.078125,12200
50773.46875,50834.78125,49799.0703125,50395.078125,50395.078125,17600
50608.421875,50857.98046875,50289.44140625,50363.9609375,50363.9609375,100
50436.01953125,50561.12109375,49718.6484375,49801.62109375,49801.62109375,100
50161.25,50296.3515625,48962.359375,49216.51953125,49216.51953125,12600
48881.19140625,50003.578125,48586.9296875,49858.23828125,49858.23828125,17500
49878.76953125,49878.76953125,49281.01953125,49771.2890625,49771.2890625,11600
49876.2109375,50264.6484375,49661.921875,50051.44140625,50051.44140625,13400
49786.46875,49854.578125,49120.33984375,49180.30859375,49180.30859375,9200
49201.98046875,49247.94921875,48236.3515625,48440.12109375,48440.12109375,14300
48969.25,49234.66015625,48699.91015625,49008.5,49008.5,10600
49331.6796875,50268.44921875,49331.6796875,50136.578125,50136.578125,10500
50049.12109375,50050.3203125,49442.5,49509.1484375,49509.1484375,11900
49868.53125,50092.48046875,49478.53125,50029.828125,50029.828125,8500
50020.91015625,50028.671875,48580.80078125,49159.3203125,49159.3203125,12700
49441.12890625,49582.26171875,48936.3515625,49201.390625,49201.390625,9600
49277.08984375,49900.12890625,49093.8984375,49661.76171875,49661.76171875,9800
49885.26171875,50118.078125,49581.609375,49746.2109375,49746.2109375,21800
49743.390625,49906.91015625,49461.01171875,49591.3203125,49591.3203125,8900
48956.6484375,48956.6484375,47693.44140625,47883.37890625,47883.37890625,19100
47991.53125,48627.4296875,47775.3203125,48544.05859375,48544.05859375,10000
48512.76953125,48887.8515625,48010.55078125,48803.6796875,48803.6796875,16100
48935.73828125,49089.55078125,48694.48828125,48832.03125,48832.03125,11900
47940.80859375,48020.7890625,47362.7109375,47949.421875,47949.421875,10500
48473.0390625,48478.33984375,47438.5,47705.80078125,47705.80078125,11600
47501.7109375,48143.16015625,47204.5,48080.671875,48080.671875,15800
47863.80859375,48265.390625,47669.55078125,47878.44921875,47878.44921875,11200
48197.37109375,48667.98046875,48152.23828125,48386.51171875,48386.51171875,15200
48424.078125,49009.26171875,48399.53125,48944.140625,48944.140625,10100
49066.640625,49801.48046875,49066.640625,49733.83984375,49733.83984375,14300
50093.859375,50375.76953125,49535.98046875,49765.94140625,49765.94140625,13200
49360.890625,49569.421875,48698.078125,48782.359375,48782.359375,19400
48356.01171875,48863.23046875,48028.0703125,48718.51953125,48718.51953125,14700
48881.62890625,48996.53125,48149.44921875,48253.51171875,48253.51171875,13200
48569.12109375,48742.71875,48254.3203125,48677.55078125,48677.55078125,12700
48877.78125,49011.30859375,48614.109375,48949.76171875,48949.76171875,9500
49496.05078125,49617.46875,49412.05078125,49502.41015625,49502.41015625,12200
49066.44921875,49304.46875,48988.1796875,49161.80859375,49161.80859375,15000
49171.28125,49171.28125,48550.71875,48690.80078125,48690.80078125,17400
48898.9296875,48898.9296875,48473.4296875,48732.55078125,48732.55078125,18200
48990.69921875,49628.421875,48923.12890625,49580.73046875,49580.73046875,20600
49986.6796875,50313.25,49959.19921875,50193.328125,50193.328125,14400
50088.80859375,50279.01171875,49831.3984375,49902.640625,49902.640625,13300
49971.51953125,50099.171875,49496.78125,49564.859375,49564.859375,8300
49833.98046875,50591.12109375,49832.71875,50540.48046875,50540.48046875,18100
50727.28125,50857.58984375,50465.8984375,50651.8984375,50651.8984375,16800
50922.3203125,50961.3515625,50474.33984375,50637.53125,50637.53125,10800
50899.578125,51072.609375,50620.44921875,51017.51953125,51017.51953125,9400
51128.80078125,51282.8984375,50891.66015625,51115.21875,51115.21875,12300
51381.26953125,51529.3203125,51258.69140625,51422.87890625,51422.87890625,15200
51476.21875,52013.21875,51179.94140625,51937.44140625,51937.44140625,15300
52067.51171875,52228.6484375,51808.87890625,51934.87890625,51934.87890625,13400
51749.1015625,51913.921875,51450.578125,51849.48046875,51849.48046875,13500
52121.578125,52273.23046875,51942.19921875,52232.4296875,52232.4296875,15000
52367.51953125,52389.01953125,51952.69921875,52100.05078125,52100.05078125,16700
52231.37890625,52378.69140625,52054.76171875,52328.51171875,52328.51171875,19800
52428.71875,52432.4296875,52135.0390625,52275.5703125,52275.5703125,12300
52401.41015625,52446.921875,51717.0703125,51941.640625,51941.640625,15200
52143.8984375,52346.3515625,51957.921875,52300.46875,52300.46875,8600
52477.19140625,52641.53125,52388.94921875,52474.76171875,52474.76171875,8500
52492.33984375,52590.921875,51936.30859375,52551.53125,52551.53125,9900
52751.828125,52869.51171875,52671.2890625,52773.05078125,52773.05078125,16300
52782.2109375,52816.30859375,52425.5703125,52501.98046875,52501.98046875,12900
52122.25,52523.87890625,52040.51171875,52323.328125,52323.328125,8900
52568.0703125,52586.41015625,51601.109375,52344.44921875,52344.44921875,11800
51887.55078125,52629.1796875,51740.19140625,52574.4609375,52574.4609375,12500
52885.0390625,53057.109375,52520.55078125,52588.7109375,52588.7109375,7700
52912.3515625,52912.3515625,52264.12109375,52306.078125,52306.078125,13600
52514.5703125,52830.6796875,52385.05078125,52699.0,52699.0,7900
52877.16015625,52973.0703125,52614.48828125,52925.0390625,52925.0390625,10700
53126.73046875,53126.73046875,52673.5,52735.58984375,52735.58984375,6200
52795.76171875,52816.421875,52477.76953125,52549.66015625,52549.66015625,9200
52651.08984375,52875.921875,52448.640625,52482.7109375,52482.7109375,9500
52638.5,52638.5,52281.01171875,52318.6015625,52318.6015625,5800
52434.55078125,52527.8984375,52177.6796875,52484.671875,52484.671875,6400
